Objet
"exploitation d'un salon de coiffure, commerce de tout produit, en particulier dans les domaines de la coiffure, de l'esthétique, des bijoux, des vêtements, de décoration intérieure et de la mode, conseil en image personnelle (relooking) (cf. statuts pour but complet)."
"entreprise générale du bâtiment et de travaux publics, maçonnerie et béton armé, gypserie, peinture et tous travaux s'y rapportant."
"fournir tous services dans le domaine juridique, principalement à l'international (cf. statuts pour but complet)."
acquérir et administrer des participations et procéder à tous investissements dans toutes sociétés et entreprises tant en Suisse qu'à l'étranger (cf. statuts pour but complet).
"exploitation d'une entreprise de déménagement; tous services en matière de nettoyage; import-export et commerce de marchandises en tout genre; réalisation de tous travaux liés à la rénovation de bâtiment; location de véhicules avec ou sans chauffeur; transport professionnel de personnes; organisation d'événements; prestation de services dans les domaines du transport en tout genre, entretien de bâtiments, travaux d'aménagement et démolition, service débarras (cf. statuts pour but complet)."
activité fiduciaire.
"exploitation de l'agence Mademoiselle Annette, active dans: la fourniture de prestations de services, en matière de consulting, et de placement de personnel, dans le domaine de l'économie domestique; l'acquisition, l'aliénation et la gestion de toute entreprise active dans le domaine de l'économie domestique, dans les limites de la Loi fédérale sur l'acquisition d'immeubles par des personnes à l'étranger; le courtage immobilier (cf. statuts pour but complet)."
"commerce, distribution et vente de pansements adhésifs."
"exploitation d'un hôtel meublé à l'enseigne ""Hôtel Rhodania""."
"réalisation de tous travaux, étude, création, direction de chantiers."
"commerce de graines, d'outillages, de fournitures pour jardins, de nourriture et articles pour animaux."
"exploitation d'un école de voile, location de bateaux, achat et vente, négociation et courtage de bateaux, organisation de navigation de transports et de loisirs nautiques ou maritimes, ainsi que toutes autre activités en lien avec le transport maritime, commercial ou de loisir."
"peinture, décorations, papiers peints, parquets."
"promotion et vente des produits du terroir et notamment vente aux professionnels de la restauration, aux particuliers et sur les marchés ainsi que vente de produits dérivés de l'appellation ""A l'Alpage"" (cf. statuts pour but complet)."
conseil et accompagnement technologique et stratégique en systèmes d'information
installations sanitaires et dépannage 24 h. sur 24 h.
"achat, vente et réparation de pendules."
vente et commerce de marchandises de décoration d'intérieur.
"exploitation d'un restaurant et toutes activités s'y rapportant; promotion, commerce et distribution de produits cosmétiques et de parfumerie."
exploitation d'un restaurant.
"réaliser tous travaux dans l'industrie du bâtiment, toutes opérations de traitement de surfaces, soit nettoyage et ravalement de façades, enlèvement de tags, graffitis, application de protection et toutes activités d'exploitation et développement d'une entreprise générale du bâtiment avec importation et exportation de produits ""Mardegraf"" (cf. statuts pour but complet)."
restaurant chez Avelino.
"exploitation d'une entreprise de transport et de déménagement; exportation et commerce de tous produits; exploitation d'une entreprise de services liés au bâtiment, notamment la rénovation ainsi que toutes activités qui s'y imposent (cf. statuts pour but complet)."
"commerce et importation de produits alsaciens, alcool, alimentation, textile, décoration."
"créations graphiques et artistiques; multimédia, cd-rom, créations publicitaires, logos, pages web, documents de présentation, décors, peinture."
"pharmacie, parfumerie, salon d'esthétique, commerce d'articles de droguerie et d'herboristerie, enregistrements musicaux à l'enseigne ""Pharmacie et Parfumerie des Palettes et de l'Etoile""."
exploitation d'un bureau d'architecture et d'urbanisme.
atelier de création et d'art-thérapie.
"affermage du café-restaurant à l'enseigne ""Café-restaurant du Jet-d'Eau""."
menuiserie; agencement.
"vente de fournitures pour le dessin, la peinture et les beaux-arts."
jardinier horticulteur.
"isolation thermique, phonique et coupe-feu."
"exploitation d'un cabinet de physiothérapie ainsi que toutes activités médicales et paramédicales dans les domaines de la rééducation, du sport, du conseil en nutrition et du bien-être; commercialisation de produits et services d'aide à la personne (cf. statuts pour but complet)."
"fournir des conseils et prestations de services dans les domaines suivants: du développement durable, responsabilité sociétale, éthique et conformité, gouvernance, audits et évaluations de risque, accompagnement à la certification; création d'impact social et environnemental, approvisionnement, production et distribution responsables; la commercialisation, la fabrication et la transformation dans les domaines des métaux précieux, diamants, pierres précieuses, cuirs et ingrédients naturels (cf. statuts pour but complet)."
"activités en matière de graphisme, de publication assistée par ordinateur (PAO), d'édition et d'impression de documents imprimés ou électroniques; activités de publicité et de relations publiques, en particulier promotion publicitaire, publication d'ouvrages à caractère publicitaire et organisation de campagnes publicitaires."
"conception-rédaction publicitaire, traduction."
"exécution de tous mandats de comptabilité, de gestion de salaires et d'administration en général, activités d'analyse et de conseils notamment en matière fiscale; l'enseignement et de façon générale, tous services et conseils dans le domaine commercial et financier."
"tous travaux de rénovations dans les domaines du bâtiment et tous travaux de maçonnerie, peinture, carrelage et pose du parquet (cf. statuts pour but complet)."
"relations publiques et privées; management, consulting et coordination."
"entreprise générale du bâtiment, construction et transformation de bâtiments, achat, vente, courtage et mise en valeur de tous biens immobiliers, à l'exception des opérations prohibées par la LFAIE (cf. statuts pour but complet)."
"achat, vente, promotion, développement, courtage et investissement dans le domaine immobilier (cf. statuts pour but complet)."
commerce de verrerie en gros.
horticulteurs-fleuristes.
"café-restaurant à l'enseigne ""Auberge de Dardagny""."
"activité dans les secteurs relatifs à la serrurerie générale du bâtiment, notamment des constructions métalliques et dispositifs de sécurité, portes blindées et coffre-fort (cf. statuts pour but complet)."
enseignement privé.
"petite restauration rapide, Döner-Kebap, spécialités orientales y compris boissons."
"gestion de biens mobiliers, effectuer toutes opérations de placement, notamment financières pour le compte de tiers, donner tous conseils en matière financière, gestion d'intérêts de toute personne physique ou morale avec leur représentation et leur domiciliation (cf. statuts pour but complet)."
"acquisition, aliénation, administration et gestion de biens et valeurs mobilières, de biens immobiliers et de participations à toutes entreprises (cf. statuts pour but complet)."
salon de coiffure.
"transport en véhicule léger de produits de différentes classes soumis et non soumis ADR/SDR en particulier de matières radioactives, récupération des déchets, médicaments, sang ainsi que toute activité en annexe en relation (cf. statuts pour but complet)"
menuiserie-ébénisterie; restauration de meubles.
offre de services dans le domaine de la gestion de crédit.
"consultant en création, conception et commercialisation de montures de lunettes optiques et solaires pour des fabriquants asiatiques ou mauriciens."
"import export, commercialisation de produits cosmétiques et alimentaires (cf. statuts pour but complet)."
"exploitation d'une entreprise de mosaïques, carrelages, revêtements et pierres naturelles ainsi qu'import-export de mosaïques, carrelages, revêtements, pierres naturelles et matériaux de construction."
"exploitation de restaurants; import, export et commercialisation de produits alimentaires et matériel de cuisine, d'aménagement et autres; activités et prestations liées au domaine évènementiel (cf. statuts pour but complet)."
"exploitation de tous commerces dans le domaine de la restauration, achat, importation et vente de tous produits alimentaires et boissons, ainsi qu'organisation de manifestations évènementielles dans le domaine de l'art et de la musique (cf. statuts pour but complet)."
"exploitation d'une entreprise de ferblanterie, d'installations sanitaires, de charpente et de couverture."
prestation de services dans le domaine du transport maritime en qualité d'intermédiaire (cf. statuts pour but complet).
"tous travaux de peinture et crépis, plâtrerie, décoration, revêtements de sol, et de façade, papiers peints et rénovation d'intérieur (cf. statuts pour but complet)."
"comptabilité, administration."
"gestion patrimoniale et notamment gestion de fortune; analyse, conseils et services en relation avec les marchés financiers; prise de participations, à l'exception de participations immobilières en Suisse soumises à la LFAIE."
transport et déménagement; nettoyages.
"exploitation d'une entreprise d'importation, exportation, achat et vente de produits alimentaires, tels que boissons alcoolisées, vins et non alcoolisées, et non alimentaires tels que matériel électronique, meubles, matériel en bois, tabac, véhicules à deux et quatre roues et or."
"importation, exportation et commerce de produits et équipements, ainsi que prestations de services, notamment dans le domaine du bâtiment, de l'industrie, de l'hôtellerie, du traitement de l'eau, du détartrage et du désembouage biologique et chimique des réseaux sanitaires, de chauffage et de froid (cf. statuts pour but complet)."
"réalisation d'activités dans le domaine de l'architecture, de l'urbanisme et de l'architecture d'intérieur."
toutes activités se rapportant au commerce et à la distribution dans le domaine de l'électricité (cf. statuts pour but complet).
"exploitation d'une entreprise générale de bâtiments pour le dépannage jour et nuit ainsi que l'entretien, regroupant tous corps de métier dans le domaine du bâtiment."
"service de nettoyage et entretien pour particuliers et entreprises, ainsi que les services aux personnes (cf. statuts pour but complet)."
"exploitation d'une entreprise de dépannage et service d'urgence 7 jours sur 7 et 24 heures sur 24, spécialisée dans la pose de serrures, menuiseries, vitreries, système de sécurité, stores, suite à un vol avec effraction ou autres dommages; ainsi que travaux de réfection se rapportant aux dommages ou à leur prévention (cf. statuts pour but complet)."
"toute activité dans le domaine des arts, de l'édition et de la publicité."
"services se rattachant aux activités de révision, comptabilité et conseil en matières juridique, fiscale, administrative et économique."
"la vente, la distribution, l'installation et la maintenance d'appareils et systèmes de climatisation, de ventilation, de traitement d'eau, de chauffage et de sanitaire (cf. statuts pour but complet)."
"montage de fenêtres, portes, stores, construction, rénovation de façades extérieurs et intérieurs."
"désinfection, dératisation, désinsectisation, traitement des bois et de tous matériaux ainsi que traitement des canalisations et sanitaires, toutes interventions d'urgence vingt-quatre heures sur vingt-quatre; tous travaux de nettoyage; importation et exportation, distribution et représentation de tous produits de désinfection, dératisation, désinsectisation, traitement des bois et de nettoyage (cf. statuts pour but complet)."
"achat, vente et gestion de tous biens immobiliers; elle peut également participer, sous toutes formes, à des entreprises commerciales, financières, industrielles et immobilières, en Suisse et à l'étranger, dans le sens d'une société holding (cf. statuts pour but complet)."
"formations continues, assistance, audits et conseils en sécurité du transport aérien."
(cf. but établissement principal)
"recherche, développement, fabrication et commerce de gros de produits à usages pharmaceutique, parapharmaceutique, vétérinaire et de compléments alimentaires, ainsi que fourniture de tous services y relatifs; toutes prestations de services de conseil et de marketing ou y détenir des participations (cf. statuts pour but complet)."
"achat, vente et location de matériel d'échafaudage (cf. statuts pour but complet)."
archivage de tous types de documents ou autres biens.
"fourniture de services juridiques à des clients en Suisse et à l'étranger par des avocats inscrits dans un registre des avocats suisse et par d'autres conseillers professionnellement qualifiés; représentation de clients dans le cadre de procédures devant les tribunaux et autres autorités, conseil juridique et stratégique, ainsi que toutes activités en lien avec ce but (cf. statuts pour but complet)."
"activités d'exploitation, reprise, gérance de cafés, restaurants, brasserie, tea-rooms et autres commerces similaires (cf. statuts pour but complet)."
commerce de monnaies et médailles.
"coaching, formations et business."
"exploitation d'une entreprise de pose de carrelage et de revêtements, exécution de travaux de petite maçonnerie, ainsi que tous travaux liés à la construction et la rénovation (cf. statuts pour but complet)."
location de limousines et de voitures professionnelles.
"exploitation d'une entreprise de plomberie, sanitaire, détartrage, chauffage, ainsi que dépannage et tous services y relatifs, commercialisation, représentation, importation et exportation de tous produits, notamment dans le domaine de la construction."
entreprise générale du bâtiment.
exploitation d'un bureau d'études et d'un laboratoire de recherches architecturales et techniques.
"achat, vente, mise en gérance et exploitation d'établissements publics tels que kiosques, cafés, hôtels, bars et restaurants, commerces de tout type de marchandises, notamment de produits alimentaires, tabacs, journaux, jeux de loterie et articles de diverses natures (cf. statuts pour but complet)."
"effectuer tous travaux de rénovation, construction de tous types de bâtiments, et plus généralement, exploitation d'une entreprise générale du bâtiment (cf. statuts pour but complet)."
"travaux dans le domaine du bâtiment notamment en matière de plâtrerie, de peinture et de traitements acoustiques."
"exploitation d'une entreprise de services dans les domaines de la gérance immobilière et les investissements dans le domaine immobilier, de l'étude, la surveillance, la direction et l'exécution de tous travaux techniques, de construction, de génie civil et d'aménagements, de la réalisation de toutes opérations, pour son compte, ou le compte de tiers, relatives à l'achat, la vente, la diffusion, la représentation et l'importation de tous produits et marchandises (cf. statuts pour but complet)."
"soulager les souffrances des personnes de tous âges et, à cet effet, organiser des prestations de service dans leur quotidien."
enseignement préparatoire à l'entrée aux écoles d'arts.
"architecture d'intérieur, aménagement d'intérieur, design, décoration, importation, exportation, représentation et commerce d'objets de décoration, de meubles, moquettes, parquets, linoléums et autres revêtements de sol, tissus d'ameublement, papiers peints, tapisserie, peinture et toutes autres activités se rapportant à l'architecture d'intérieur et à la décoration ainsi que la conception et la planification, le suivi de projet et exécution des travaux projetés, fourniture, pose et installation des divers matériaux de décoration (cf. statuts pour but complet)."
prise et gestion de participations dans toutes entreprises et leur financement.
"mise en relation de personnes et d'entreprises notamment via une plateforme internet; vente de biens et services matériels dans les secteurs de productions audiovisuelles, de supports publicitaires, emploi, immobilier dans le respect de la LFAIE; vente de biens et services immatériels à travers la plateforme web de réseaux sociaux et e-commerce, m-commerce (cf. statuts pour but complet)."
"exploitation d'un bureau d'architectes, la direction, la réalisation et la surveillance de tous travaux de construction, d'exploitation de bâtiments, d'aménagement et exécution des mandats qui s'y rapportent ainsi que des ouvrages de toute nature (cf. statuts pour but complet)."
"achat, vente, administration, gestion, exploitation, location, édification et mise en valeur de biens immobiliers, courtage et prestation de conseil dans le domaine de l'immobilier."
"en Suisse et à l'étranger, création, développement et commercialisation de systèmes de construction durables et à haut rendement énergétique, qui favorisent également le bien-être des personnes qui les utilisent, développement de la plateforme de services et de gestion des installations et développement des opérations immobilières de nature exclusivement commerciale et industrielle (cf. statuts pour but complet)."
gestion administrative et comptable pour entreprises et particuliers et tous services s'y rapportant (cf. statuts pour but complet).
"activités dans la constitution et administration de sociétés, de trusts et de fondations; fonctions d'administrateurs, agir comme fiduciaire (trustees), co-fiduciaire (co-trustees), comme protecteur (protector) et comme membres de conseil de fondation, de fiduciaires, d'exécuteurs testamentaires et de mandataires généraux; services globaux d'ordre administratif, opérationnel, comptable et conseils financiers, fiscaux, de gestion ou autres; acquisition, gestion et détention de participations à des entreprises et de tout droit de propriété intellectuelle."
"constitution et administration de sociétés, de trusts et de fondations; fonctions d'administrateurs; agir comme fiduciaire (trustees), co-fiduciaire (co-trustees), comme ""protecteur""(protector) et comme membres de conseil de fondation, de fiduciaires, d'exécuteurs testamentaires et de mandataires généraux; services globaux d'ordre administratif, opérationnel, comptable et conseils financiers, fiscaux, de gestion ou autres; acquisition, gestion et détention de participations à des entreprises et de tout droit de propriété intellectuelle; gestion de fortune (cf. statuts pour but complet)."
"toute activité de conseil, plus particulièrement définition et élaboration de stratégies de marché, assistance dans le développement d'activités dans les domaines industriels et commerciaux; fourniture de tout service dans la promotion de ces activités."
recherche et fabrication d'arômes alimentaires (cf. statuts pour but complet).
exploitation d'une entreprise de taxis et fourniture de services dans le domaine du transport professionnel de personnes (cf. statuts pour but complet).
"architecture design, urbanisme, paysage."
"acheter, vendre, importer, exporter tout type de produits dans le domaine des matières premières; toute autre activité y relative (cf. statuts pour but complet)."
"détention et gestion de biens immobiliers en Suisse et à l'étranger, ainsi que l'accomplissement d'opérations fiduciaires en matière d'architecture, de planification et de contrats; elle peut également diriger, vendre, acheter, transmettre et financer des entreprises artisanales et industrielles (cf. statuts pour but complet)."
"production, promotion, achat et distribution de produits artistiques; études urbanistiques et d'architecture."
"travailler avec les organisations internationales du secteur de la santé dans des projets d'accès aux médicaments, de l'étude du marché, de la stratégie et du développement du portefeuille médicaments."
"création, acquisition et exploitation de fonds de commerce ou établissements de production, vente, promotion et marketing de voyages, séjours, croisières, transports, locations, réservations, activités sportives, divertissements et vacances en tous genres (cf. statuts pour but complet)."
"tous conseils et prestations de services, services globaux dans le domaine de l'architecture, de l'urbanisme et du management de projet (cf. statuts pour but complet)."
"achat, vente, gestion de biens immobiliers ainsi que promotion immobilière (cf. statuts pour but complet)."
"travaux utilisant l'acier, l'aluminium et le verre; commerce de ces matériaux, ainsi que tous travaux destinés au bâtiment, à l'industrie, à la décoration, aux arts et à l'immobilier."
"agence de sécurité, enquêtes, transport de valeurs et chauffeur privé."
"tous travaux liés au second oeuvre: carrelage, peinture, travaux de rénovation intérieure, etc. (cf. statuts pour but complet)."
"installation, maintenance et réparation d'installation électrique, téléphonique, d'alarme, informatique, porte automatique, domotiques, enseignes électriques, solution d'éclairage et panneaux solaires ainsi que tout commerce de produit lié aux installations dans le domaine du bâtiment (cf. statuts pour but complet)."
"assistant commercial, secrétariat, comptabilité, administration, traductions."
"fourniture de conseils en matière de placements alternatifs dont les hedges funds (fonds de couverture) et private equity (placements privés par capitaux propres) et prise de participations dans d'autres sociétés, à l'exception d'opérations prohibées par la LFAIE (cf. statuts pour but complet)."
"acquisition, détention ainsi que toutes opérations liées au commerce de participations dans toutes sociétés et entreprises soit une activité liée à une holding, à l'exclusion des opérations prohibées par la LFAIE."
"conseils et services dans le secteur du génie civil, de la construction, réparations et démolition de bâtiments, entreprise générale, de même que toutes autres activités dans le domaine des travaux et de la tenue de chantier, vente et gérance de bien immobilier, à l'exclusion des opérations prohibées par la LFAIE (cf. statuts pour but complet)."
installation et entretien de chauffages centraux et de chauffages de piscines.
"production, transformation, commerce, vente sur internet, commercialisation et distribution, à l'étranger, de produits issus de l'industrie alimentaire, en particulier de matières végétales et animales, de produits industriels et de produits cosmétiques (cf. statuts pour but complet)."
"la publicité sous toutes ses formes, la régie de journaux, la gestion et l'exploitation de sites Internet, ainsi que la vente d'espaces publicitaires sur Internet."
entreprise générale du bâtiment.
"achat, vente, détention et commercialisation de fruits et légumes ainsi que conseils, analyses et conduite d'opération en relation avec le négoce de fruits et légumes (cf. statuts pour but complet)."
prestation de services dans le commerce de systèmes automatisés (cf. statuts pour but complet).
transport de personnes.
"agencement et équipement d'établissements publics (bars, restaurants, pubs, tea-rooms, magasins); installation de microbrasseries et fourniture de mobilier (cf. statuts pour but complet)."
"commerce, importation et exportation de tous objets, notamment de bijoux et de tous articles de mode, ainsi que création et exploitation de boutiques, de franchises et de droits de propriété intellectuelle y afférents."
dispense de conseils fiscaux et établissement de déclarations fiscales.
"courtage immobilier, vente et toutes transactions de biens de tiers, location et tous services liés à la relocation, la domiciliation, l'administration, la gérance de biens à l'exclusion de toute activité prohibée par la LFAIE (cf. statuts pour but complet)."
"toutes les activités dans le domaine immobilier, en particulier liées à l'étude, la planification, la promotion, le pilotage et la réalisation de constructions de toute nature; offre de tous services dans ce domaine ainsi que la gestion, le financement et l'aliénation de biens immobiliers; l'acquisition d'immeubles se limite à l'acquisition d'immeubles à affectation exclusivement commerciale (cf. statuts pour but complet)."
"fourniture de services dans les domaines des services informatiques, des systèmes de qualité et de gestion des systèmes, des systèmes de contrôle, de l'automatique des bâtiments et des solutions domotiques, de la gestion et rénovation des bâtiments, du commerce, de l'importation et de l'exportation de marchandises en tout genre (cf. statuts pour but complet)."
exploitation d'un bureau d'ingénieurs civils et de géologues et d'un laboratoire d'essais géotechniques et routiers; commercialisation d'équipements et de matériaux liés à la construction.
tous conseils en ingénierie patrimoniale et toutes activités liées ou dérivées (cf. statuts pour but complet).
"conseil en matière d'investissements financiers, à l'exception de toutes activités soumises à la loi sur le blanchiment d'argent (LBA), à la loi fédérale sur les banques, à la loi fédérale sur les bourses et le cours des valeurs mobilières (cf. statuts pour but complet)."
"création et entretien de jardins, paysagisme et travaux d'aménagements extérieurs et de milieux naturels."
service gastronomique français; vente de vins en bouteilles notamment.
"défendre et promouvoir par une action commune les intérêts de ses membres par la promotion d'un artisanat de qualité dans les travaux de menuiserie-charpente, par la défense de filières d'apprentissage genevoise et suisse de qualité dans les branches de la menuiserie-charpente, par la réalisation des travaux liés à la menuiserie, à la charpente, à l'entretien et à la rénovation de bâtiments en respectant au maximum des notions de développement durable et d'écologie (cf. statuts pour but complet)."
"travaux d'installation, de réparation, de rénovation et de maintenance des ascenseurs et élévateurs ainsi que des escaliers et trottoirs roulants (cf. statuts pour but complet)."
planification patrimoniale et conseils en prévoyance privée et professionnelle.
"gypserie, peinture et décoration (cf. statuts pour but complet)."
"coffrage, ferraillage, bétonnage, finitions de chantier telles que nettoyage, étanchéité, rhabillage de façade et isolation (cf. statuts pour but complet)."
"travaux de rénovation, peinture et plâtrerie (cf. statuts pour but complet)."
sciage et forage de pierres et béton armé.
"courtage maritime, en particulier affrètement de navires pour le compte de sociétés pétrolières."
"organisation de voyages et événements sportifs; conseils en marketing sportif, relations publiques et événementiels; recherche de sponsoring, commerce de tous articles liés au sport et toutes prestations s'y rapportant."
"détention, administration et gestion de participations dans des sociétés en Suisse et à l'étranger à l'exception de toute participation dans des sociétés immobilières en Suisse (cf. statuts pour but complet)."
"commerce et e-commerce; conseils et services aux particuliers et entreprises, principalement dans l'informatique et les processus commerciaux; import et export de toutes marchandises (cf. statuts pour but complet)."
transports de machines de chantier et nacelles.
"tout type de transport, location de matériel de chantier, exploitation d'une carrosserie et d'un atelier de mécanique automobile (cf. statuts pour but complet)."
"travaux de sculpture, gypserie, décors en staff et stuc, harmonisation et patine; maçonnerie décorative et rocaillage; importation et pose de décors; toute activité dans le domaine de la construction décorative (cf. statuts pour but complet)."
"pose et dépose d'échafaudages en intérieur et en extérieur, ainsi que tous types de maçonnerie en intérieur et en extérieur (cf. statuts pour but complet)."
exploitation d'une entreprise générale de construction (cf. statuts pour but complet).
"désinsectisation, dératisation, désinfection."
"vente, service et formation en informatique, multimédia, audio, vidéo, musique."
